band,album,release_date,date_disp,month_key,sort_key,hmb_genre,hmb_url,cover_url,album_id,upcoming,final_genre,genre_status,genre_source,filter_slugs,ma_search_url
Dead Void,Cranial Devastation,2026-06-06,"June 6, 2026",June 2026,2026-06-06T00:00:00,"Doom Metal, Death, Death Metal",https://heavymetalbest.com/album/dead-void/cranial-devastation?albumId=jmXPr3fYCBUQUncqQNfN,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FCranial-Devastation-full-length_1779874969012_200_200.webp?alt=media&token=e20a53b7-2cf7-49cc-a5d3-f1c9d609d741,jmXPr3fYCBUQUncqQNfN,False,Doom Metal,verified,firebase,doom-metal,https://www.metal-archives.com/search?searchString=Dead%20Void&type=band_name
Lucrecia,Sedm hříchů,2026-06-06,"June 6, 2026",June 2026,2026-06-06T00:00:00,"Power, Power Metal, Thrash Metal",https://heavymetalbest.com/album/lucrecia/sedm-hříchů?albumId=gwOg950MDi67iBzByyFF,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FSedm-hříchů-full-length_1779875242351_200_200.webp?alt=media&token=328c7245-5fd3-4ba3-aaac-6cf72ee47fd8,gwOg950MDi67iBzByyFF,False,Power Metal,verified,firebase,power-metal,https://www.metal-archives.com/search?searchString=Lucrecia&type=band_name
Beshenitar,Flames of Eternal Blasphemy,2026-06-06,"June 6, 2026",June 2026,2026-06-06T00:00:00,,https://heavymetalbest.com/album/beshenitar/flames-of-eternal-blasphemy?albumId=ZNJl4rrTmmS5OghN5LmC,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FFlames-of-Eternal-Blasphemy-full-length_1779878042415_200_200.webp?alt=media&token=b2b61953-b519-47c4-9158-5d6558ec9e22,ZNJl4rrTmmS5OghN5LmC,False,Needs Review,needs_review,no_genre,needs-review,https://www.metal-archives.com/search?searchString=Beshenitar&type=band_name
Rotten Tomb,Vestiges of Tortured Souls,2026-06-06,"June 6, 2026",June 2026,2026-06-06T00:00:00,Death Metal,https://heavymetalbest.com/album/rotten-tomb/vestiges-of-tortured-souls?albumId=IkdC2zx82R7BT3lQI1ML,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FVestiges-of-Tortured-Souls-full-length_1779875413669_200_200.webp?alt=media&token=c63388da-4aec-4a5e-8b24-99257902f543,IkdC2zx82R7BT3lQI1ML,False,Death Metal,verified,firebase,death-metal,https://www.metal-archives.com/search?searchString=Rotten%20Tomb&type=band_name
Nachtheem,Waan van de leegte,2026-06-06,"June 6, 2026",June 2026,2026-06-06T00:00:00,Black Metal,https://heavymetalbest.com/album/nachtheem/waan-van-de-leegte?albumId=HwQ9LZTzlVsRl6enyeHF,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FWaan-van-de-leegte-full-length_1779875267189_200_200.webp?alt=media&token=fa22955a-5bde-42e6-8a25-738e3d078e6e,HwQ9LZTzlVsRl6enyeHF,False,Black Metal,verified,firebase,black-metal,https://www.metal-archives.com/search?searchString=Nachtheem&type=band_name
Iron Kingdom,Shadows and Dust,2026-06-06,"June 6, 2026",June 2026,2026-06-06T00:00:00,Heavy Metal,https://heavymetalbest.com/album/iron-kingdom/shadows-and-dust?albumId=3tpdCsG1BsGkAuGRfTLw,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FShadows-and-Dust-full-length_1779875183423_200_200.webp?alt=media&token=4b340598-6c7c-4c59-96a6-4aaa99476bae,3tpdCsG1BsGkAuGRfTLw,False,Heavy Metal,verified,firebase,heavy-metal,https://www.metal-archives.com/search?searchString=Iron%20Kingdom&type=band_name
Gravety,Of Cults and Chaos,2026-06-05,"June 5, 2026",June 2026,2026-06-05T00:00:00,"Epic Heavy, Epic Heavy Metal, Thrash Metal",https://heavymetalbest.com/album/gravety/of-cults-and-chaos?albumId=165ErjLyJLJx71JId8ey,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FOf-Cults-and-Chaos-full-length_1779548085685_200_200.webp?alt=media&token=94014e73-b7d9-4015-b284-37ad398eed10,165ErjLyJLJx71JId8ey,True,Thrash Metal,verified,firebase,thrash-metal,https://www.metal-archives.com/search?searchString=Gravety&type=band_name
Churchacide,Nuclear Conjuration,2026-06-05,"June 5, 2026",June 2026,2026-06-05T00:00:00,"Black Metal, Black, Death Metal",https://heavymetalbest.com/album/churchacide/nuclear-conjuration?albumId=1HGKtTxL2LgLNTy38qvC,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FNuclear-Conjuration-full-length_1779640967910_200_200.webp?alt=media&token=4def8e04-e5bf-4766-a564-92f76d4c6e56,1HGKtTxL2LgLNTy38qvC,True,Black Metal,verified,firebase,black-metal,https://www.metal-archives.com/search?searchString=Churchacide&type=band_name
Urkraft,Naturens skrik,2026-06-05,"June 5, 2026",June 2026,2026-06-05T00:00:00,Black Metal,https://heavymetalbest.com/album/urkraft/naturens-skrik?albumId=6rw1emkwo27T5AUl3Py5,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FNaturens-skrik-full-length_1779641262857_200_200.webp?alt=media&token=9095f9b2-0f92-4e5e-9b0c-8533ef597a3a,6rw1emkwo27T5AUl3Py5,True,Black Metal,verified,firebase,black-metal,https://www.metal-archives.com/search?searchString=Urkraft&type=band_name
Edoma,Гимны ледяного царства,2026-06-05,"June 5, 2026",June 2026,2026-06-05T00:00:00,"Black Metal, Black, Death Metal",https://heavymetalbest.com/album/edoma/гимны-ледяного-царства?albumId=GIsRzOuHLIaP6yq2ky1s,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FГимны-ледяного-царства-full-length_1779641038050_200_200.webp?alt=media&token=988617ca-4bb5-4a3a-9d9b-6301c43d38ab,GIsRzOuHLIaP6yq2ky1s,True,Black Metal,verified,firebase,black-metal,https://www.metal-archives.com/search?searchString=Edoma&type=band_name
Embryonic Autopsy,Rise of the Mutated,2026-06-05,"June 5, 2026",June 2026,2026-06-05T00:00:00,Death Metal,https://heavymetalbest.com/album/embryonic-autopsy/rise-of-the-mutated?albumId=H64N8qbLubJzJ876IkdG,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FRise-of-the-Mutated-full-length_1779641045049_200_200.webp?alt=media&token=9588cca5-aa54-43fe-a7f2-c42079935d74,H64N8qbLubJzJ876IkdG,True,Death Metal,verified,firebase,death-metal,https://www.metal-archives.com/search?searchString=Embryonic%20Autopsy&type=band_name
Tommy Concrete,Sustained Beating,2026-06-05,"June 5, 2026",June 2026,2026-06-05T00:00:00,Progressive Metal,https://heavymetalbest.com/album/tommy-concrete/sustained-beating?albumId=IDpWv3zpyMX4TBpB0MpL,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FSustained-Beating-full-length_1779548182493_200_200.webp?alt=media&token=66b1f0a7-e7a9-4944-abf7-25e0c149b6a2,IDpWv3zpyMX4TBpB0MpL,True,Progressive Metal,verified,firebase,progressive-metal,https://www.metal-archives.com/search?searchString=Tommy%20Concrete&type=band_name
Chullachaqui,Epiphanic Perdition,2026-06-05,"June 5, 2026",June 2026,2026-06-05T00:00:00,,https://heavymetalbest.com/album/chullachaqui/epiphanic-perdition?albumId=JsgTYZwyPV0MzWrnFZ8p,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FEpiphanic-Perdition-full-length_1779547855601_200_200.webp?alt=media&token=35e9f705-d74d-4326-94d9-dbe4e152d7f1,JsgTYZwyPV0MzWrnFZ8p,True,Needs Review,needs_review,no_genre,needs-review,https://www.metal-archives.com/search?searchString=Chullachaqui&type=band_name
Blood Incantation,All Gates Open (Original Motion Picture Soundtrack),2026-06-05,"June 5, 2026",June 2026,2026-06-05T00:00:00,Death Metal,https://heavymetalbest.com/album/blood-incantation/all-gates-open-(original-motion-picture-soundtrack)?albumId=N1LamD1cSC99xl2SMnDz,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FAll-Gates-Open-(Original-Motion-Picture-Soundtrack)-full-length_1779640930322_200_200.webp?alt=media&token=1a461410-7eff-465e-ba33-346f87debb52,N1LamD1cSC99xl2SMnDz,True,Death Metal,verified,firebase,death-metal,https://www.metal-archives.com/search?searchString=Blood%20Incantation&type=band_name
Midnight Rider,Limited Infinity,2026-06-05,"June 5, 2026",June 2026,2026-06-05T00:00:00,Heavy Metal,https://heavymetalbest.com/album/midnight-rider/limited-infinity?albumId=OTwvZbjPNJx2glnU3eBr,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FLimited-Infinity-full-length_1779641097170_200_200.webp?alt=media&token=4ce149df-0a0d-4b8e-9094-17d4482cd669,OTwvZbjPNJx2glnU3eBr,True,Heavy Metal,verified,firebase,heavy-metal,https://www.metal-archives.com/search?searchString=Midnight%20Rider&type=band_name
Bloody Falls,IV,2026-06-05,"June 5, 2026",June 2026,2026-06-05T00:00:00,,https://heavymetalbest.com/album/bloody-falls/iv?albumId=QDcMsKh3LgQAkXMU2sDv,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FIV-full-length_1779547842727_200_200.webp?alt=media&token=4c4145cd-ea6b-4768-b4a5-e31496e3ffda,QDcMsKh3LgQAkXMU2sDv,True,Needs Review,needs_review,no_genre,needs-review,https://www.metal-archives.com/search?searchString=Bloody%20Falls&type=band_name
Sleepbomb,Songs in the Key of Conan,2026-06-05,"June 5, 2026",June 2026,2026-06-05T00:00:00,"Sludge, Doom, Post-Metal, Doom Metal",https://heavymetalbest.com/album/sleepbomb/songs-in-the-key-of-conan?albumId=Qk0s8uUiIYavv1zDP9hA,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FSongs-in-the-Key-of-Conan-full-length_1779641167099_200_200.webp?alt=media&token=e17d1429-23fa-4d4d-861e-8cbf71ad98c2,Qk0s8uUiIYavv1zDP9hA,True,Sludge Metal,verified,firebase,sludge-metal,https://www.metal-archives.com/search?searchString=Sleepbomb&type=band_name
Belushi Speed Ball,Toxic Waste Was Everywhere in the '80s,2026-06-05,"June 5, 2026",June 2026,2026-06-05T00:00:00,"Crossover, Thrash Metal",https://heavymetalbest.com/album/belushi-speed-ball/toxic-waste-was-everywhere-in-the-'80s?albumId=TXm4xeBnoBz5DFTbz3Fo,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FToxic-Waste-Was-Everywhere-in-the-'80s-full-length_1779640903169_200_200.webp?alt=media&token=2e5cb178-bb0a-432d-8d2e-23492452eb36,TXm4xeBnoBz5DFTbz3Fo,True,Thrash Metal,verified,firebase,thrash-metal,https://www.metal-archives.com/search?searchString=Belushi%20Speed%20Ball&type=band_name
Dissentient,Black Galactic,2026-06-05,"June 5, 2026",June 2026,2026-06-05T00:00:00,"Black Metal, Progressive Death Metal, Black, Death Metal",https://heavymetalbest.com/album/dissentient/black-galactic?albumId=Yc8ee9OFKz6VRGtvSa9N,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FBlack-Galactic-full-length_1779641006597_200_200.webp?alt=media&token=2806b13b-b124-4c38-b412-9ca0e9293284,Yc8ee9OFKz6VRGtvSa9N,True,Black Metal,verified,firebase,black-metal,https://www.metal-archives.com/search?searchString=Dissentient&type=band_name
Evergrey,Architects of a New Weave,2026-06-05,"June 5, 2026",June 2026,2026-06-05T00:00:00,"Progressive, Power Metal, Progressive Metal",https://heavymetalbest.com/album/evergrey/architects-of-a-new-weave?albumId=aBTj9p0SUA2idzRRD4jz,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FArchitects-of-a-New-Weave-full-length_1779552108823_200_200.webp?alt=media&token=cf546dbb-df5a-4180-a59e-78edcb0b79aa,aBTj9p0SUA2idzRRD4jz,True,Progressive Metal,verified,firebase,progressive-metal,https://www.metal-archives.com/search?searchString=Evergrey&type=band_name
Medusa's Wrath,The Seventh Plague of Babylon,2026-06-05,"June 5, 2026",June 2026,2026-06-05T00:00:00,Heavy Metal,https://heavymetalbest.com/album/medusa's-wrath/the-seventh-plague-of-babylon?albumId=m3HulHqihmTtSXe6zXFA,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FThe-Seventh-Plague-of-Babylon-full-length_1779641077114_200_200.webp?alt=media&token=1ea9ae81-ffc0-4b61-98af-faf86bc5f6c6,m3HulHqihmTtSXe6zXFA,True,Heavy Metal,verified,firebase,heavy-metal,https://www.metal-archives.com/search?searchString=Medusa%27s%20Wrath&type=band_name
Xenosis,Hermetic Transmutation,2026-06-05,"June 5, 2026",June 2026,2026-06-05T00:00:00,,https://heavymetalbest.com/album/xenosis/hermetic-transmutation?albumId=nPKqrnbWL5GbhQP1W7ii,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FHermetic-Transmutation-full-length_1779548246085_200_200.webp?alt=media&token=ff2fb795-d5df-452d-9c74-50d026789233,nPKqrnbWL5GbhQP1W7ii,True,Needs Review,needs_review,no_genre,needs-review,https://www.metal-archives.com/search?searchString=Xenosis&type=band_name
W.M.D.,Against All Warnings,2026-06-05,"June 5, 2026",June 2026,2026-06-05T00:00:00,Thrash Metal,https://heavymetalbest.com/album/w.m.d./against-all-warnings?albumId=nrIKI3i2kpYt5EB598b9,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FAgainst-All-Warnings-full-length_1779641280738_200_200.webp?alt=media&token=80723a23-64d6-4c36-8e82-a2dc3531f75b,nrIKI3i2kpYt5EB598b9,True,Thrash Metal,verified,firebase,thrash-metal,https://www.metal-archives.com/search?searchString=W.M.D.&type=band_name
Primal Cult,Dark Passage,2026-06-05,"June 5, 2026",June 2026,2026-06-05T00:00:00,,https://heavymetalbest.com/album/primal-cult/dark-passage?albumId=oEGOUV6wQPRBUDCixLoG,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FDark-Passage-full-length_1779641119742_200_200.webp?alt=media&token=c257dab5-b1f0-48e4-acd9-d48251fdf871,oEGOUV6wQPRBUDCixLoG,True,Needs Review,needs_review,no_genre,needs-review,https://www.metal-archives.com/search?searchString=Primal%20Cult&type=band_name
Suicide Forest,World of Decay,2026-06-05,"June 5, 2026",June 2026,2026-06-05T00:00:00,,https://heavymetalbest.com/album/suicide-forest/world-of-decay?albumId=oX30oCXztu7VHslUyjTS,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FWorld-of-Decay-full-length_1779641177137_200_200.webp?alt=media&token=1d9cc2a0-f93f-433f-bce6-3db893e52b50,oX30oCXztu7VHslUyjTS,True,Needs Review,needs_review,no_genre,needs-review,https://www.metal-archives.com/search?searchString=Suicide%20Forest&type=band_name
TTK,Племя зверя,2026-06-05,"June 5, 2026",June 2026,2026-06-05T00:00:00,,https://heavymetalbest.com/album/ttk/племя-зверя?albumId=pDsCPt94BRpr3tuGQVO9,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FПлемя-зверя-full-length_1779641237476_200_200.webp?alt=media&token=0b217da6-be38-4342-8c95-a3726c5a1bd9,pDsCPt94BRpr3tuGQVO9,True,Needs Review,needs_review,no_genre,needs-review,https://www.metal-archives.com/search?searchString=TTK&type=band_name
Together to the Stars,Iridescence,2026-06-05,"June 5, 2026",June 2026,2026-06-05T00:00:00,,https://heavymetalbest.com/album/together-to-the-stars/iridescence?albumId=qg15CANX6XXVhUj5arm2,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FIridescence-full-length_1779641207808_200_200.webp?alt=media&token=f6ab7104-5ec9-47f1-94ae-81aff2ffe903,qg15CANX6XXVhUj5arm2,True,Needs Review,needs_review,no_genre,needs-review,https://www.metal-archives.com/search?searchString=Together%20to%20the%20Stars&type=band_name
Pyromania,Satanic Violence,2026-06-05,"June 5, 2026",June 2026,2026-06-05T00:00:00,Heavy Metal,https://heavymetalbest.com/album/pyromania/satanic-violence?albumId=rodxPmFhEYF5pgRAEQOi,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FSatanic-Violence-full-length_1779641133206_200_200.webp?alt=media&token=24af2bcd-4ee5-46ff-9316-d7aff5e9152a,rodxPmFhEYF5pgRAEQOi,True,Heavy Metal,verified,firebase,heavy-metal,https://www.metal-archives.com/search?searchString=Pyromania&type=band_name
Cyhra,Requiem for a Pipe Dream,2026-06-05,"June 5, 2026",June 2026,2026-06-05T00:00:00,,https://heavymetalbest.com/album/cyhra/requiem-for-a-pipe-dream?albumId=v5GyNcjgbIHYcBPEF1H7,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FRequiem-for-a-Pipe-Dream-full-length_1779547875073_200_200.webp?alt=media&token=6f2243f2-4824-49fc-8fad-e37723398555,v5GyNcjgbIHYcBPEF1H7,True,Needs Review,needs_review,no_genre,needs-review,https://www.metal-archives.com/search?searchString=Cyhra&type=band_name
Sunderwood,Scorched and Submerged,2026-06-05,"June 5, 2026",June 2026,2026-06-05T00:00:00,Progressive Metal,https://heavymetalbest.com/album/sunderwood/scorched-and-submerged?albumId=jdMg5IeZgcuO0Tlx4Vxv,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FScorched-and-Submerged-full-length_1779875476119_200_200.webp?alt=media&token=13dae1b7-6396-42ff-ab87-a05ffaec0168,jdMg5IeZgcuO0Tlx4Vxv,False,Progressive Metal,verified,firebase,progressive-metal,https://www.metal-archives.com/search?searchString=Sunderwood&type=band_name
Horn,Apokalyps 1618,2026-06-04,"June 4, 2026",June 2026,2026-06-04T00:00:00,,https://heavymetalbest.com/album/horn/apokalyps-1618?albumId=hDUbeQY7iT7UKM20GQio,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FApokalyps-1618-full-length_1779548107368_200_200.webp?alt=media&token=da79a776-b385-4dec-afe4-5ea16d3a368a,hDUbeQY7iT7UKM20GQio,True,Needs Review,needs_review,no_genre,needs-review,https://www.metal-archives.com/search?searchString=Horn&type=band_name
Revolting,Supernatural Anthems,2026-06-04,"June 4, 2026",June 2026,2026-06-04T00:00:00,Death Metal,https://heavymetalbest.com/album/revolting/supernatural-anthems?albumId=qRVxfMy0MuihXrcGixhu,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FSupernatural-Anthems-full-length_1779548157830_200_200.webp?alt=media&token=30a4a089-7d97-4cea-8209-46d81d38be78,qRVxfMy0MuihXrcGixhu,True,Death Metal,verified,firebase,death-metal,https://www.metal-archives.com/search?searchString=Revolting&type=band_name
Nights of Malice,Chaos Exordium,2026-06-04,"June 4, 2026",June 2026,2026-06-04T00:00:00,,https://heavymetalbest.com/album/nights-of-malice/chaos-exordium?albumId=ajOhyLXJDkbx2BH8XXob,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FChaos-Exordium-full-length_1780048254275_200_200.webp?alt=media&token=61b26d7b-5b6c-4794-a5ad-c6d733f85cbf,ajOhyLXJDkbx2BH8XXob,False,Needs Review,needs_review,no_genre,needs-review,https://www.metal-archives.com/search?searchString=Nights%20of%20Malice&type=band_name
Black Glow,Waves and Mirrors - Mirrors and Waves,2026-06-03,"June 3, 2026",June 2026,2026-06-03T00:00:00,"Doom Metal, Shoegaze",https://heavymetalbest.com/album/black-glow/waves-and-mirrors---mirrors-and-waves?albumId=NMy0Y84g61sU1iL6PqBm,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FWaves-and-Mirrors---Mirrors-and-Waves-full-length_1779547811851_200_200.webp?alt=media&token=7359dd00-6961-4fa3-9369-dd963c0c8b93,NMy0Y84g61sU1iL6PqBm,True,Doom Metal,verified,firebase,doom-metal,https://www.metal-archives.com/search?searchString=Black%20Glow&type=band_name
Unlucky Morpheus,Gate of Hell,2026-06-03,"June 3, 2026",June 2026,2026-06-03T00:00:00,Power Metal,https://heavymetalbest.com/album/unlucky-morpheus/gate-of-hell?albumId=RCI0tu4r3bQwPmzJikOz,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FGate-of-Hell-full-length_1779548203487_200_200.webp?alt=media&token=946171a4-45b3-4e36-a137-a977ccdac6e1,RCI0tu4r3bQwPmzJikOz,True,Power Metal,verified,firebase,power-metal,https://www.metal-archives.com/search?searchString=Unlucky%20Morpheus&type=band_name
Urzah,A Tranquil Void,2026-06-03,"June 3, 2026",June 2026,2026-06-03T00:00:00,,https://heavymetalbest.com/album/urzah/a-tranquil-void?albumId=nFSinMVvvAzAlCl5giLe,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FA-Tranquil-Void-full-length_1779548212886_200_200.webp?alt=media&token=c656622b-d7b8-4fe9-9fe5-3ca0d14ffebc,nFSinMVvvAzAlCl5giLe,True,Needs Review,needs_review,no_genre,needs-review,https://www.metal-archives.com/search?searchString=Urzah&type=band_name
