band,album,release_date,date_disp,month_key,sort_key,hmb_genre,hmb_url,cover_url,album_id,upcoming
Iron Kobra,Eternal Dagger,2026-06-19,"June 19, 2026",June 2026,2026-06-19T00:00:00,Heavy Metal,https://heavymetalbest.com/album/iron-kobra/eternal-dagger?albumId=2oZ4gDuSEvtWIRVx3x7p,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FEternal-Dagger-full-length_1780766444259_200_200.webp?alt=media&token=96775acb-2fcc-4b55-a88f-34e4b7c8954c,2oZ4gDuSEvtWIRVx3x7p,True
Conflux,In the Wake of Saturn,2026-06-19,"June 19, 2026",June 2026,2026-06-19T00:00:00,,https://heavymetalbest.com/album/conflux/in-the-wake-of-saturn?albumId=51qjBPXLGVpqsc7U9P0s,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FIn-the-Wake-of-Saturn-full-length_1780766270689_200_200.webp?alt=media&token=dd6e9990-ebcd-470b-8d6a-9b8eb836cac7,51qjBPXLGVpqsc7U9P0s,True
Inscribed,Upon the Twisted Throne,2026-06-19,"June 19, 2026",June 2026,2026-06-19T00:00:00,"Thrash Metal, Death Metal, Death",https://heavymetalbest.com/album/inscribed/upon-the-twisted-throne?albumId=5PDzV3VcJX82gUSl6dpZ,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FUpon-the-Twisted-Throne-full-length_1780766390314_200_200.webp?alt=media&token=b8565841-ff66-406f-8bbc-53ccb90afa99,5PDzV3VcJX82gUSl6dpZ,True
Inherits the Void,The Silent Abscission,2026-06-19,"June 19, 2026",June 2026,2026-06-19T00:00:00,,https://heavymetalbest.com/album/inherits-the-void/the-silent-abscission?albumId=8MpgMHZGB1avlLeMNsdp,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FThe-Silent-Abscission-full-length_1780766380878_200_200.webp?alt=media&token=bfcad6d8-08a6-485b-a4bb-e21ee55d5491,8MpgMHZGB1avlLeMNsdp,True
Einherjer,Lifeblood,2026-06-19,"June 19, 2026",June 2026,2026-06-19T00:00:00,,https://heavymetalbest.com/album/einherjer/lifeblood?albumId=CquVJEJhozPud9TwP0d6,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FLifeblood-full-length_1780766334373_200_200.webp?alt=media&token=3a33844b-5b01-4526-8294-74826d5000dc,CquVJEJhozPud9TwP0d6,True
Axemaster,Of Beasts and Plagues,2026-06-19,"June 19, 2026",June 2026,2026-06-19T00:00:00,"Heavy Metal, Heavy, Power Metal",https://heavymetalbest.com/album/axemaster/of-beasts-and-plagues?albumId=IYh8AGJQHDtvY89Gl3SC,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FOf-Beasts-and-Plagues-full-length_1780766261703_200_200.webp?alt=media&token=47b9d70a-2347-47e9-88e3-562a2eb11838,IYh8AGJQHDtvY89Gl3SC,True
Saidan,Fangdriller: Scars Beneath Memory's Wrist,2026-06-19,"June 19, 2026",June 2026,2026-06-19T00:00:00,Black Metal,https://heavymetalbest.com/album/saidan/fangdriller:-scars-beneath-memory's-wrist?albumId=KI43iGjIuq72YP8bqDKK,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FFangdriller-Scars-Beneath-Memory's-Wrist-full-length_1780766534778_200_200.webp?alt=media&token=40ea64f0-3fab-4f85-a52b-8f602efd980d,KI43iGjIuq72YP8bqDKK,True
Flykt,Sinister Strain,2026-06-19,"June 19, 2026",June 2026,2026-06-19T00:00:00,Black Metal,https://heavymetalbest.com/album/flykt/sinister-strain?albumId=PZ20GaHOUwuxR2gxnqI8,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FSinister-Strain-full-length_1780766365294_200_200.webp?alt=media&token=7726346c-ed9c-486c-a3b4-fec10e456085,PZ20GaHOUwuxR2gxnqI8,True
Avarice,Perpetual Ruin,2026-06-19,"June 19, 2026",June 2026,2026-06-19T00:00:00,"Melodic Death, Thrash Metal",https://heavymetalbest.com/album/avarice/perpetual-ruin?albumId=TlUO4LuCfrCnrcdc7oqn,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FPerpetual-Ruin-full-length_1780766182537_200_200.webp?alt=media&token=79b9d4e3-62ea-4d8d-a834-34bd4940188e,TlUO4LuCfrCnrcdc7oqn,True
Lumen ad Mortem,A Grave Ascent,2026-06-19,"June 19, 2026",June 2026,2026-06-19T00:00:00,Black Metal,https://heavymetalbest.com/album/lumen-ad-mortem/a-grave-ascent?albumId=VYUUTKsIIts7efPcarp2,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FA-Grave-Ascent-full-length_1780766464662_200_200.webp?alt=media&token=010e75ef-2413-4618-a302-fa6e4124bb90,VYUUTKsIIts7efPcarp2,True
Warthrash,No Light Shall Remain,2026-06-19,"June 19, 2026",June 2026,2026-06-19T00:00:00,"Thrash Metal, Death Metal, Thrash",https://heavymetalbest.com/album/warthrash/no-light-shall-remain?albumId=abTUs5wxYe1EZrSzEM6j,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FNo-Light-Shall-Remain-full-length_1780766651490_200_200.webp?alt=media&token=a75d27e4-e6c3-43bc-9aae-f125b59bca90,abTUs5wxYe1EZrSzEM6j,True
Scordatura,Led into Oblivion,2026-06-19,"June 19, 2026",June 2026,2026-06-19T00:00:00,Death Metal,https://heavymetalbest.com/album/scordatura/led-into-oblivion?albumId=cDjA3VMKEXSuTCbTxHH2,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FLed-into-Oblivion-full-length_1780766586006_200_200.webp?alt=media&token=6feb69a6-236a-4a5b-994a-7e4f25e15e37,cDjA3VMKEXSuTCbTxHH2,True
Arrogant Destruktor,The Old Spirit Remains,2026-06-19,"June 19, 2026",June 2026,2026-06-19T00:00:00,Black Metal,https://heavymetalbest.com/album/arrogant-destruktor/the-old-spirit-remains?albumId=h5Q1nYbistY36fRWsnRz,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FThe-Old-Spirit-Remains-full-length_1780766154331_200_200.webp?alt=media&token=b7f4f0a5-4019-49b4-8262-4dc5c7ffff5f,h5Q1nYbistY36fRWsnRz,True
Drakkar,Invasion,2026-06-19,"June 19, 2026",June 2026,2026-06-19T00:00:00,"Power, Speed Metal, Power Metal",https://heavymetalbest.com/album/drakkar/invasion?albumId=ib1A1tAau9eDQpbtJiDA,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FInvasion-full-length_1780766321416_200_200.webp?alt=media&token=4c88fbd5-9275-4e1a-b099-35a841b83683,ib1A1tAau9eDQpbtJiDA,True
Halo of Teeth,Meditations on Dying,2026-06-19,"June 19, 2026",June 2026,2026-06-19T00:00:00,,https://heavymetalbest.com/album/halo-of-teeth/meditations-on-dying?albumId=k94TppPqIqlz5SRUZsDx,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FMeditations-on-Dying-full-length_1780489327975_200_200.webp?alt=media&token=6ee14821-b850-4013-9514-58afc6f2caa8,k94TppPqIqlz5SRUZsDx,True
Loneshore,Nothing Left to Deconstruct,2026-06-19,"June 19, 2026",June 2026,2026-06-19T00:00:00,"Melodic Progressive Doom, Death Metal",https://heavymetalbest.com/album/loneshore/nothing-left-to-deconstruct?albumId=oG1sjld8eFjVWoAmeWvV,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FNothing-Left-to-Deconstruct-full-length_1780766453329_200_200.webp?alt=media&token=becd5048-02b6-4064-a82c-091e354b6812,oG1sjld8eFjVWoAmeWvV,True
One Day in Pain,Devouring the Gods,2026-06-19,"June 19, 2026",June 2026,2026-06-19T00:00:00,Death Metal,https://heavymetalbest.com/album/one-day-in-pain/devouring-the-gods?albumId=q9hm3VsArowxQz5hUo25,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FDevouring-the-Gods-full-length_1780766502291_200_200.webp?alt=media&token=6fba34aa-1f10-4fab-8735-b46c09310c33,q9hm3VsArowxQz5hUo25,True
Red Vinter,Ghost in the Fog,2026-06-19,"June 19, 2026",June 2026,2026-06-19T00:00:00,"Doom Metal, Death Metal, Death",https://heavymetalbest.com/album/red-vinter/ghost-in-the-fog?albumId=qMLCaInxDpujwRK7VhRr,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FGhost-in-the-Fog-full-length_1780766518075_200_200.webp?alt=media&token=5dcbf268-ca5e-4110-90af-d6c35b0d02db,qMLCaInxDpujwRK7VhRr,True
Nirriti,Dhrupad Anutpada (ধ্রুপদ অনুৎপাদ): Apophatic Ragas of Non-Origination,2026-06-19,"June 19, 2026",June 2026,2026-06-19T00:00:00,"Black, Death Metal, Black Metal",https://heavymetalbest.com/album/nirriti/dhrupad-anutpada-(ধ্রুপদ-অনুৎপাদ):-apophatic-ragas-of-non-origination?albumId=rxX2OpNIasumwlZlo0iV,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FDhrupad-Anutpada-(ধ্রুপদ-অনুৎপাদ)-Apophatic-Ragas-of-Non-Origination-full-length_1780766473017_200_200.webp?alt=media&token=65a664de-8375-430c-9258-4ba5cb851294,rxX2OpNIasumwlZlo0iV,True
Warning,Rituals of Shame,2026-06-19,"June 19, 2026",June 2026,2026-06-19T00:00:00,Doom Metal,https://heavymetalbest.com/album/warning/rituals-of-shame?albumId=sqdQbTwZLqT78v2BdpzZ,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FRituals-of-Shame-full-length_1780766627888_200_200.webp?alt=media&token=eabc2608-c783-41ca-a9e2-1ba5dd5b5bae,sqdQbTwZLqT78v2BdpzZ,True
Destructor,Tales of Glory,2026-06-19,"June 19, 2026",June 2026,2026-06-19T00:00:00,"Thrash, Power Metal, Heavy Metal, Thrash Metal, Heavy",https://heavymetalbest.com/album/destructor/tales-of-glory?albumId=QYJwL6VXMVuopXMZMvGy,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FTales-of-Glory-full-length_1781208136419_200_200.webp?alt=media&token=a152a0c0-786f-40bc-8933-89b25f8c2f9c,QYJwL6VXMVuopXMZMvGy,False
Traitor,Alive,2026-06-17,"June 17, 2026",June 2026,2026-06-17T00:00:00,"Power, Speed Metal, Power Metal",https://heavymetalbest.com/album/traitor/alive?albumId=C5xMg6d4f8lhidoZNgSI,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FAlive-full-length_1780489409100_200_200.webp?alt=media&token=24771516-5122-424a-b0bc-b5368525286c,C5xMg6d4f8lhidoZNgSI,True
Vomepotro,Fall Into Decay,2026-06-17,"June 17, 2026",June 2026,2026-06-17T00:00:00,,https://heavymetalbest.com/album/vomepotro/fall-into-decay?albumId=I1CymKTpP7pb282KANxu,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FFall-Into-Decay-full-length_1780489451901_200_200.webp?alt=media&token=4adbe36b-728a-4223-be4e-49708bb60138,I1CymKTpP7pb282KANxu,True
摩天楼オペラ,Cinematographe,2026-06-17,"June 17, 2026",June 2026,2026-06-17T00:00:00,,https://heavymetalbest.com/album/摩天楼オペラ/cinematographe?albumId=XblFekwYZM4vVcXifI2D,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FCinematographe-full-length_1780489554131_200_200.webp?alt=media&token=7ae23516-4d9f-4a8a-b5e9-31b57bc92516,XblFekwYZM4vVcXifI2D,True
- EL -,The Angelarium,2026-06-16,"June 16, 2026",June 2026,2026-06-16T00:00:00,,https://heavymetalbest.com/album/--el--/the-angelarium?albumId=sdUv7xyUXoOJXAOm1RaY,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FThe-Angelarium-full-length_1780489217671_200_200.webp?alt=media&token=4e162c05-3f98-4826-b3cd-234857178cd8,sdUv7xyUXoOJXAOm1RaY,True
Sinamort,Breathing Cargo,2026-06-15,"June 15, 2026",June 2026,2026-06-15T00:00:00,"Doom Metal, Gothic, Death Metal, Doom",https://heavymetalbest.com/album/sinamort/breathing-cargo?albumId=SbAkoyLrcpI8jZzZZ5uw,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FBreathing-Cargo-full-length_1780489367159_200_200.webp?alt=media&token=d817bb28-1fd9-4039-8025-67c5035502a1,SbAkoyLrcpI8jZzZZ5uw,True
Mossystone,Paysages Tristes,2026-06-15,"June 15, 2026",June 2026,2026-06-15T00:00:00,,https://heavymetalbest.com/album/mossystone/paysages-tristes?albumId=omSL0tHmSdVkotuAUcnm,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FPaysages-Tristes-full-length_1780489353910_200_200.webp?alt=media&token=7dbe0a8d-814b-4be3-9f66-3e066563f73a,omSL0tHmSdVkotuAUcnm,True
Tarja,Frisson noir,2026-06-12,"June 12, 2026",June 2026,2026-06-12T00:00:00,,https://heavymetalbest.com/album/tarja/frisson-noir?albumId=7RcaSIMGLW3or7pGYfte,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FFrisson-noir-full-length_1779310504103_200_200.webp?alt=media&token=ac3e4107-edc7-49bd-82b2-70c2dc06408f,7RcaSIMGLW3or7pGYfte,True
Atomic Terror,Acts of Violence,2026-06-12,"June 12, 2026",June 2026,2026-06-12T00:00:00,Thrash Metal,https://heavymetalbest.com/album/atomic-terror/acts-of-violence?albumId=2i0ZRShAoU8zSMdPjqZe,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FActs-of-Violence-full-length_1780047656303_200_200.webp?alt=media&token=5c10513b-9833-4bdf-9367-5b70d66916bf,2i0ZRShAoU8zSMdPjqZe,True
Vanden Plas,AcCult 2,2026-06-12,"June 12, 2026",June 2026,2026-06-12T00:00:00,Progressive Metal,https://heavymetalbest.com/album/vanden-plas/accult-2?albumId=2iqkfuhLtOzc0HOuXUdi,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FAcCult-2-full-length_1779875511198_200_200.webp?alt=media&token=c7654cc5-d43b-4b7b-a8a9-35e8e4d9f0ae,2iqkfuhLtOzc0HOuXUdi,True
Ka'aper,When Gods Walked the Earth,2026-06-12,"June 12, 2026",June 2026,2026-06-12T00:00:00,,https://heavymetalbest.com/album/ka'aper/when-gods-walked-the-earth?albumId=3MnM0JcylPJ8HeATwBwv,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FWhen-Gods-Walked-the-Earth-full-length_1779969746063_200_200.webp?alt=media&token=4fc9aee5-a561-4c83-b992-92db614a71ca,3MnM0JcylPJ8HeATwBwv,True
Ljuset,Ljuset,2026-06-12,"June 12, 2026",June 2026,2026-06-12T00:00:00,"Melodic Black Metal, Post-Punk, Black Metal",https://heavymetalbest.com/album/ljuset/ljuset?albumId=5K0JB1ysA5oEP9ciBOqu,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FLjuset-full-length_1779969782877_200_200.webp?alt=media&token=622bbca0-db9a-4964-957d-90b055089d50,5K0JB1ysA5oEP9ciBOqu,True
Estertor,Evil Black Church,2026-06-12,"June 12, 2026",June 2026,2026-06-12T00:00:00,Thrash Metal,https://heavymetalbest.com/album/estertor/evil-black-church?albumId=62amkCOV16hOrze2ly3D,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FEvil-Black-Church-full-length_1779875025836_200_200.webp?alt=media&token=e27aaffe-89b0-4ba7-85c3-7a7ac3388273,62amkCOV16hOrze2ly3D,True
King Potenaz,Arcane Desert Rituals Vol. 2,2026-06-12,"June 12, 2026",June 2026,2026-06-12T00:00:00,"Doom Metal, Stoner Metal, Rock, Doom",https://heavymetalbest.com/album/king-potenaz/arcane-desert-rituals-vol.-2?albumId=7UTNMvVe9nmaLX3Eztna,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FArcane-Desert-Rituals-Vol.-2-full-length_1780048060845_200_200.webp?alt=media&token=0cab3498-022c-47bb-a69d-6f96ea25fd3a,7UTNMvVe9nmaLX3Eztna,True
Cornucopia,Cosmic Consciousness,2026-06-12,"June 12, 2026",June 2026,2026-06-12T00:00:00,Thrash Metal,https://heavymetalbest.com/album/cornucopia/cosmic-consciousness?albumId=Avzt3Rm26NK8arP9AhlV,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FCosmic-Consciousness-full-length_1779874922896_200_200.webp?alt=media&token=0135b3bc-7221-4769-b5e4-1cf642014729,Avzt3Rm26NK8arP9AhlV,True
BalashToth,Equation II - The Antithesis of Life and Free Will,2026-06-12,"June 12, 2026",June 2026,2026-06-12T00:00:00,"Thrash Metal, Death Metal, Death",https://heavymetalbest.com/album/balashtoth/equation-ii---the-antithesis-of-life-and-free-will?albumId=E0j2dXrJcjA3iHSyuZeT,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FEquation-II---The-Antithesis-of-Life-and-Free-Will-full-length_1779968621611_200_200.webp?alt=media&token=8401c643-888a-489c-8fc3-17a2b8ee7377,E0j2dXrJcjA3iHSyuZeT,True
Woewarden,The Roots of My Neglect,2026-06-12,"June 12, 2026",June 2026,2026-06-12T00:00:00,,https://heavymetalbest.com/album/woewarden/the-roots-of-my-neglect?albumId=Hsd6xZeosRMeTFquy85M,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FThe-Roots-of-My-Neglect-full-length_1779969913818_200_200.webp?alt=media&token=c833b3f7-b8ad-4791-a167-0340b43db577,Hsd6xZeosRMeTFquy85M,True
Defiled,Altered State,2026-06-12,"June 12, 2026",June 2026,2026-06-12T00:00:00,Death Metal,https://heavymetalbest.com/album/defiled/altered-state?albumId=Ke9CRDi3r2Wl2NzCBSWr,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FAltered-State-full-length_1779874974690_200_200.webp?alt=media&token=51f6cec8-447e-4aac-b970-c80331311a99,Ke9CRDi3r2Wl2NzCBSWr,True
Goetia,Mortuary Cult,2026-06-12,"June 12, 2026",June 2026,2026-06-12T00:00:00,Death Metal,https://heavymetalbest.com/album/goetia/mortuary-cult?albumId=LXGMJqtF7W8SSRmclNT2,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FMortuary-Cult-full-length_1779969707457_200_200.webp?alt=media&token=aa77a3aa-bf26-453f-af4a-1ed32cec7494,LXGMJqtF7W8SSRmclNT2,True
Nuclear Tomb,Epoch Inhumane,2026-06-12,"June 12, 2026",June 2026,2026-06-12T00:00:00,"Progressive Thrash, Death Metal",https://heavymetalbest.com/album/nuclear-tomb/epoch-inhumane?albumId=PmwI3B3qZhCF1xBTIkoU,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FEpoch-Inhumane-full-length_1779875279104_200_200.webp?alt=media&token=0dcb4274-8744-4ab9-9f1a-1b16d7d4a0a9,PmwI3B3qZhCF1xBTIkoU,True
Goreworm,Miasmic Solitude,2026-06-12,"June 12, 2026",June 2026,2026-06-12T00:00:00,,https://heavymetalbest.com/album/goreworm/miasmic-solitude?albumId=RTzw5CWiY3jdpGyVCzdS,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FMiasmic-Solitude-full-length_1779875078401_200_200.webp?alt=media&token=106ad403-d5db-40ad-9262-aef0ef8f840b,RTzw5CWiY3jdpGyVCzdS,True
Fires in the Distance,Circadian Promise,2026-06-12,"June 12, 2026",June 2026,2026-06-12T00:00:00,"Death Metal, Melodic Doom",https://heavymetalbest.com/album/fires-in-the-distance/circadian-promise?albumId=SC7uIiFbmouNsdwuSSbP,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FCircadian-Promise-full-length_1779969600562_200_200.webp?alt=media&token=cb759629-6d9d-4328-b275-c644e824d884,SC7uIiFbmouNsdwuSSbP,True
MΛKE,Exegesis at the End of Time,2026-06-12,"June 12, 2026",June 2026,2026-06-12T00:00:00,"Doom Metal, Post-Rock, Progressive Sludge",https://heavymetalbest.com/album/mλke/exegesis-at-the-end-of-time?albumId=UeIeEAKIRA6p8zgqDnw7,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FExegesis-at-the-End-of-Time-full-length_1779969846823_200_200.webp?alt=media&token=76058236-cf86-461d-854d-c9e690af89ed,UeIeEAKIRA6p8zgqDnw7,True
Hecate,Comment est la nuit ?,2026-06-12,"June 12, 2026",June 2026,2026-06-12T00:00:00,Black Metal,https://heavymetalbest.com/album/hecate/comment-est-la-nuit-?albumId=aUOatF1s7Opo5TJYRwrF,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FComment-est-la-nuit--full-length_1779969734271_200_200.webp?alt=media&token=3ae947c2-c954-4498-82c7-dd0540c97128,aUOatF1s7Opo5TJYRwrF,True
Lex Legion,Lex Legion,2026-06-12,"June 12, 2026",June 2026,2026-06-12T00:00:00,Heavy Metal,https://heavymetalbest.com/album/lex-legion/lex-legion?albumId=bQJhZ59x6GT0Uizi4gxg,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FLex-Legion-full-length_1779969768623_200_200.webp?alt=media&token=dd0f37f1-a563-4e5c-a8a0-ad7c8ecf37f1,bQJhZ59x6GT0Uizi4gxg,True
Numen,Erre,2026-06-12,"June 12, 2026",June 2026,2026-06-12T00:00:00,"Black, Black Metal, Folk Metal",https://heavymetalbest.com/album/numen/erre?albumId=dMta6cqpUBDEI9vla8Uq,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FErre-full-length_1779969879084_200_200.webp?alt=media&token=47f4f1b3-5589-419b-9e4a-db838a638453,dMta6cqpUBDEI9vla8Uq,True
Saprobiontic,Of Fire and Bloodshed,2026-06-12,"June 12, 2026",June 2026,2026-06-12T00:00:00,,https://heavymetalbest.com/album/saprobiontic/of-fire-and-bloodshed?albumId=ekn5EGuaSFS2dPai0pZc,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FOf-Fire-and-Bloodshed-full-length_1779875433637_200_200.webp?alt=media&token=cc2c7a77-091a-495f-95c1-c387ebc44d80,ekn5EGuaSFS2dPai0pZc,True
Moontowers,Lethal Messiah,2026-06-12,"June 12, 2026",June 2026,2026-06-12T00:00:00,Heavy Metal,https://heavymetalbest.com/album/moontowers/lethal-messiah?albumId=hVq92GQzWlDu3RPwmNy6,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FLethal-Messiah-full-length_1779969811620_200_200.webp?alt=media&token=b814b3d9-b012-4809-9c60-55e81af5f4b2,hVq92GQzWlDu3RPwmNy6,True
Heavenwood,The Tarot of the Bohemians - Part II,2026-06-12,"June 12, 2026",June 2026,2026-06-12T00:00:00,,https://heavymetalbest.com/album/heavenwood/the-tarot-of-the-bohemians---part-ii?albumId=ijEApDzHfzd2K8fjeVCg,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FThe-Tarot-of-the-Bohemians---Part-II-full-length_1779875147797_200_200.webp?alt=media&token=b88b3ffe-34fc-433e-9595-9ffdcc7c160d,ijEApDzHfzd2K8fjeVCg,True
